Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,1,0,47,47.0,47,47,0.0,0.4417164527031688,0.0,47,47,47,47,47,47,47,47,47,47,47
,Aggregated,1,0,47,47.0,47,47,0.0,0.4417164527031688,0.0,47,47,47,47,47,47,47,47,47,47,47
