Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,86,0,0.217653,0.3318634883720931,0.217653,0.715805,0.0,4.934272388197005,0.0,0,0,0,0,0,0,1,1,1,1,1
,Aggregated,86,0,0.217653,0.3318634883720931,0.217653,0.715805,0.0,4.934272388197005,0.0,0,0,0,0,0,0,1,1,1,1,1
