Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,86,0,45,44.848837209302324,29,59,0.0,4.934852732717218,0.0,45,47,50,53,55,57,59,59,59,59,59
,Aggregated,86,0,45,44.848837209302324,29,59,0.0,4.934852732717218,0.0,45,47,50,53,55,57,59,59,59,59,59
