Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,86,0,1800.0,1893.3567752221363,1131.255250002141,3295.150542006013,0.0,4.934249641634036,0.0,1800,2000,2100,2300,2500,2900,3100,3300,3300,3300,3300
,Aggregated,86,0,1800.0,1893.3567752221363,1131.255250002141,3295.150542006013,0.0,4.934249641634036,0.0,1800,2000,2100,2300,2500,2900,3100,3300,3300,3300,3300
