Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,1,0,5240.631915992708,5240.631915992708,5240.631915992708,5240.631915992708,0.0,0.18762483371534033,0.0,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
,Aggregated,1,0,5240.631915992708,5240.631915992708,5240.631915992708,5240.631915992708,0.0,0.18762483371534033,0.0,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
