Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,1,0,7842.118249987834,7842.118249987834,7842.118249987834,7842.118249987834,0.0,0.12631171411364545,0.0,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
,Aggregated,1,0,7842.118249987834,7842.118249987834,7842.118249987834,7842.118249987834,0.0,0.12631171411364545,0.0,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
