Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,110,103.0,63,127,0.0,0.6163999590272168,0.0,110,110,130,130,130,130,130,130,130,130,130
,Aggregated,4,0,110,103.0,63,127,0.0,0.6163999590272168,0.0,110,110,130,130,130,130,130,130,130,130,130
