Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,63,72.5,60,90,0.0,0.7974721925734843,0.0,77,77,90,90,90,90,90,90,90,90,90
,Aggregated,4,0,63,72.5,60,90,0.0,0.7974721925734843,0.0,77,77,90,90,90,90,90,90,90,90,90
