Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,4200.0,4435.210197996639,3806.321583004319,4910.275791989989,0.0,0.7972200817994199,0.0,4800,4800,4900,4900,4900,4900,4900,4900,4900,4900,4900
,Aggregated,4,0,4200.0,4435.210197996639,3806.321583004319,4910.275791989989,0.0,0.7972200817994199,0.0,4800,4800,4900,4900,4900,4900,4900,4900,4900,4900,4900
