Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,0.861845,0.781373,0.669645,0.861845,0.0,0.6858706055962838,0.0,1,1,1,1,1,1,1,1,1,1,1
,Aggregated,4,0,0.861845,0.781373,0.669645,0.861845,0.0,0.6858706055962838,0.0,1,1,1,1,1,1,1,1,1,1,1
