Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,60,73.25,60,92,0.0,0.6859955146112465,0.0,81,81,92,92,92,92,92,92,92,92,92
,Aggregated,4,0,60,73.25,60,92,0.0,0.6859955146112465,0.0,81,81,92,92,92,92,92,92,92,92,92
