Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,3600.0,4266.48169800319,3359.1496250010096,5746.76525000541,0.0,0.6858583527167482,0.0,4400,4400,5700,5700,5700,5700,5700,5700,5700,5700,5700
,Aggregated,4,0,3600.0,4266.48169800319,3359.1496250010096,5746.76525000541,0.0,0.6858583527167482,0.0,4400,4400,5700,5700,5700,5700,5700,5700,5700,5700,5700
