Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ERNIE-Speed-8K,4,0,3800.0,4780.963520999649,3376.094292005291,7132.419249988743,0.0,0.5558150636233912,0.0,4800,4800,7100,7100,7100,7100,7100,7100,7100,7100,7100
,Aggregated,4,0,3800.0,4780.963520999649,3376.094292005291,7132.419249988743,0.0,0.5558150636233912,0.0,4800,4800,7100,7100,7100,7100,7100,7100,7100,7100,7100
