Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,tvsz9usd_test1,1,0,0.37069,0.37069,0.37069,0.37069,0.0,0.46306670360038626,0.0,0,0,0,0,0,0,0,0,0,0,0
,Aggregated,1,0,0.37069,0.37069,0.37069,0.37069,0.0,0.46306670360038626,0.0,0,0,0,0,0,0,0,0,0,0,0
