Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,tvsz9usd_test1,1,0,2070.966125000268,2070.966125000268,2070.966125000268,2070.966125000268,0.0,0.46302815910190087,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
,Aggregated,1,0,2070.966125000268,2070.966125000268,2070.966125000268,2070.966125000268,0.0,0.46302815910190087,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
